Datum;Tijd;Parameter;Locatie;Meting;Verwachting;Astronomisch getijden;Eenheid;Bemonsteringshoogte;Referentievlak;
13-6-2018;06:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;9;;;cm;-999999999;NAP;
13-6-2018;06:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;14;;;cm;-999999999;NAP;
13-6-2018;06:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;19;;;cm;-999999999;NAP;
13-6-2018;06:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;24;;;cm;-999999999;NAP;
13-6-2018;07:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;29;;;cm;-999999999;NAP;
13-6-2018;07:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;33;;;cm;-999999999;NAP;
13-6-2018;07:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;38;;;cm;-999999999;NAP;
13-6-2018;07:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;43;;;cm;-999999999;NAP;
13-6-2018;07:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;47;;;cm;-999999999;NAP;
13-6-2018;07:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;51;;;cm;-999999999;NAP;
13-6-2018;08:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;55;;;cm;-999999999;NAP;
13-6-2018;08:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;59;;;cm;-999999999;NAP;
13-6-2018;08:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;62;;;cm;-999999999;NAP;
13-6-2018;08:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;66;;;cm;-999999999;NAP;
13-6-2018;08:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;69;;;cm;-999999999;NAP;
13-6-2018;08:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;72;;;cm;-999999999;NAP;
13-6-2018;09:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;75;;;cm;-999999999;NAP;
13-6-2018;09:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;78;;;cm;-999999999;NAP;
13-6-2018;09:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;79;;;cm;-999999999;NAP;
13-6-2018;09:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;79;;;cm;-999999999;NAP;
13-6-2018;09:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;80;;;cm;-999999999;NAP;
13-6-2018;09:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;81;;;cm;-999999999;NAP;
13-6-2018;10:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;80;;;cm;-999999999;NAP;
13-6-2018;10:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;79;;;cm;-999999999;NAP;
13-6-2018;10:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;76;;;cm;-999999999;NAP;
13-6-2018;10:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;72;;;cm;-999999999;NAP;
13-6-2018;10:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;67;;;cm;-999999999;NAP;
13-6-2018;10:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;61;;;cm;-999999999;NAP;
13-6-2018;11:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;55;;;cm;-999999999;NAP;
13-6-2018;11:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;48;;;cm;-999999999;NAP;
13-6-2018;11:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;41;;;cm;-999999999;NAP;
13-6-2018;11:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;35;;;cm;-999999999;NAP;
13-6-2018;11:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;29;;;cm;-999999999;NAP;
13-6-2018;11:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;22;;;cm;-999999999;NAP;
13-6-2018;12:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;16;;;cm;-999999999;NAP;
13-6-2018;12:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;10;;;cm;-999999999;NAP;
13-6-2018;12:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;3;;;cm;-999999999;NAP;
13-6-2018;12:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-3;;;cm;-999999999;NAP;
13-6-2018;12:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-9;;;cm;-999999999;NAP;
13-6-2018;12:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-15;;;cm;-999999999;NAP;
13-6-2018;13:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-21;;;cm;-999999999;NAP;
13-6-2018;13:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-27;;;cm;-999999999;NAP;
13-6-2018;13:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-34;;;cm;-999999999;NAP;
13-6-2018;13:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-40;;;cm;-999999999;NAP;
13-6-2018;13:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-45;;;cm;-999999999;NAP;
13-6-2018;13:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-52;;;cm;-999999999;NAP;
13-6-2018;14:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-59;;;cm;-999999999;NAP;
13-6-2018;14:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-65;;;cm;-999999999;NAP;
13-6-2018;14:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-71;;;cm;-999999999;NAP;
13-6-2018;14:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-77;;;cm;-999999999;NAP;
13-6-2018;14:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-83;;;cm;-999999999;NAP;
13-6-2018;14:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-89;;;cm;-999999999;NAP;
13-6-2018;15:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-94;;;cm;-999999999;NAP;
13-6-2018;15:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-100;;;cm;-999999999;NAP;
13-6-2018;15:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-105;;;cm;-999999999;NAP;
13-6-2018;15:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-109;;;cm;-999999999;NAP;
13-6-2018;15:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-112;;;cm;-999999999;NAP;
13-6-2018;15:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-115;;;cm;-999999999;NAP;
13-6-2018;16:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-116;;;cm;-999999999;NAP;
13-6-2018;16:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-115;;;cm;-999999999;NAP;
13-6-2018;16:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-114;;;cm;-999999999;NAP;
13-6-2018;16:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-106;;;cm;-999999999;NAP;
13-6-2018;16:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-96;;;cm;-999999999;NAP;
13-6-2018;16:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-83;;;cm;-999999999;NAP;
13-6-2018;17:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-69;;;cm;-999999999;NAP;
13-6-2018;17:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-59;;;cm;-999999999;NAP;
13-6-2018;17:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-48;;;cm;-999999999;NAP;
13-6-2018;17:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-38;;;cm;-999999999;NAP;
13-6-2018;17:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-30;;;cm;-999999999;NAP;
13-6-2018;17:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-22;;;cm;-999999999;NAP;
13-6-2018;18:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-16;;;cm;-999999999;NAP;
13-6-2018;18:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-10;;;cm;-999999999;NAP;
13-6-2018;18:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-4;;;cm;-999999999;NAP;
13-6-2018;18:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;2;;;cm;-999999999;NAP;
13-6-2018;18:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;8;;;cm;-999999999;NAP;
13-6-2018;18:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;13;;;cm;-999999999;NAP;
13-6-2018;19:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;20;;;cm;-999999999;NAP;
13-6-2018;19:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;25;;;cm;-999999999;NAP;
13-6-2018;19:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;31;;;cm;-999999999;NAP;
13-6-2018;19:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;36;;;cm;-999999999;NAP;
13-6-2018;19:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;42;;;cm;-999999999;NAP;
13-6-2018;19:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;47;;;cm;-999999999;NAP;
13-6-2018;20:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;52;;;cm;-999999999;NAP;
13-6-2018;20:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;56;;;cm;-999999999;NAP;
13-6-2018;20:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;60;;;cm;-999999999;NAP;
13-6-2018;20:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;64;;;cm;-999999999;NAP;
13-6-2018;20:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;68;;;cm;-999999999;NAP;
13-6-2018;20:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;72;;;cm;-999999999;NAP;
13-6-2018;21:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;76;;;cm;-999999999;NAP;
13-6-2018;21:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;79;;;cm;-999999999;NAP;
13-6-2018;21:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;82;;;cm;-999999999;NAP;
13-6-2018;21:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;86;;;cm;-999999999;NAP;
13-6-2018;21:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;88;;;cm;-999999999;NAP;
13-6-2018;21:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;89;;;cm;-999999999;NAP;
13-6-2018;22:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;89;;;cm;-999999999;NAP;
13-6-2018;22:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;89;;;cm;-999999999;NAP;
13-6-2018;22:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;87;;;cm;-999999999;NAP;
13-6-2018;22:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;85;;;cm;-999999999;NAP;
13-6-2018;22:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;82;;;cm;-999999999;NAP;
13-6-2018;22:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;78;;;cm;-999999999;NAP;
13-6-2018;23:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;73;;;cm;-999999999;NAP;
13-6-2018;23:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;67;;;cm;-999999999;NAP;
13-6-2018;23:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;61;;;cm;-999999999;NAP;
13-6-2018;23:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;53;;;cm;-999999999;NAP;
13-6-2018;23:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;46;;;cm;-999999999;NAP;
13-6-2018;23:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;40;;;cm;-999999999;NAP;
14-6-2018;00:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;32;;;cm;-999999999;NAP;
14-6-2018;00:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;25;;;cm;-999999999;NAP;
14-6-2018;00:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;18;;;cm;-999999999;NAP;
14-6-2018;00:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;12;;;cm;-999999999;NAP;
14-6-2018;00:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;5;;;cm;-999999999;NAP;
14-6-2018;00:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;0;;;cm;-999999999;NAP;
14-6-2018;01:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-7;;;cm;-999999999;NAP;
14-6-2018;01:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-14;;;cm;-999999999;NAP;
14-6-2018;01:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-21;;;cm;-999999999;NAP;
14-6-2018;01:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-28;;;cm;-999999999;NAP;
14-6-2018;01:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-35;;;cm;-999999999;NAP;
14-6-2018;01:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-41;;;cm;-999999999;NAP;
14-6-2018;02:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-48;;;cm;-999999999;NAP;
14-6-2018;02:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-54;;;cm;-999999999;NAP;
14-6-2018;02:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-62;;;cm;-999999999;NAP;
14-6-2018;02:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-68;;;cm;-999999999;NAP;
14-6-2018;02:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-75;;;cm;-999999999;NAP;
14-6-2018;02:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-81;;;cm;-999999999;NAP;
14-6-2018;03:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-88;;;cm;-999999999;NAP;
14-6-2018;03:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-94;;;cm;-999999999;NAP;
14-6-2018;03:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-100;;;cm;-999999999;NAP;
14-6-2018;03:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-105;;;cm;-999999999;NAP;
14-6-2018;03:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-110;;;cm;-999999999;NAP;
14-6-2018;03:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-115;;;cm;-999999999;NAP;
14-6-2018;04:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-120;;;cm;-999999999;NAP;
14-6-2018;04:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-123;;;cm;-999999999;NAP;
14-6-2018;04:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-125;;;cm;-999999999;NAP;
14-6-2018;04:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-125;;;cm;-999999999;NAP;
14-6-2018;04:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-121;;;cm;-999999999;NAP;
14-6-2018;04:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-115;;;cm;-999999999;NAP;
14-6-2018;05:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-103;;;cm;-999999999;NAP;
14-6-2018;05:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-91;;;cm;-999999999;NAP;
14-6-2018;05:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-79;;;cm;-999999999;NAP;
14-6-2018;05:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-66;;;cm;-999999999;NAP;
14-6-2018;05:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-56;;;cm;-999999999;NAP;
14-6-2018;05:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-47;;;cm;-999999999;NAP;
14-6-2018;06:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-37;;;cm;-999999999;NAP;
14-6-2018;06:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-32;;;cm;-999999999;NAP;
14-6-2018;06:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-27;;;cm;-999999999;NAP;
14-6-2018;06:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-20;;;cm;-999999999;NAP;
14-6-2018;06:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-16;;;cm;-999999999;NAP;
14-6-2018;06:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-10;;;cm;-999999999;NAP;
14-6-2018;07:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-5;;;cm;-999999999;NAP;
14-6-2018;07:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;-1;;;cm;-999999999;NAP;
14-6-2018;07:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;4;;;cm;-999999999;NAP;
14-6-2018;07:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;10;;;cm;-999999999;NAP;
14-6-2018;07:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;15;;;cm;-999999999;NAP;
14-6-2018;07:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;20;;;cm;-999999999;NAP;
14-6-2018;08:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;26;;;cm;-999999999;NAP;
14-6-2018;08:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;31;;;cm;-999999999;NAP;
14-6-2018;08:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;37;;;cm;-999999999;NAP;
14-6-2018;08:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;42;;;cm;-999999999;NAP;
14-6-2018;08:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;46;;;cm;-999999999;NAP;
14-6-2018;08:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;50;;;cm;-999999999;NAP;
14-6-2018;09:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;54;;;cm;-999999999;NAP;
14-6-2018;09:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;57;;;cm;-999999999;NAP;
14-6-2018;09:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;61;;;cm;-999999999;NAP;
14-6-2018;09:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;64;;;cm;-999999999;NAP;
14-6-2018;09:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;66;;;cm;-999999999;NAP;
14-6-2018;09:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;68;;;cm;-999999999;NAP;
14-6-2018;10:00:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;70;;;cm;-999999999;NAP;
14-6-2018;10:10:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;72;;;cm;-999999999;NAP;
14-6-2018;10:20:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;73;;;cm;-999999999;NAP;
14-6-2018;10:30:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;73;;;cm;-999999999;NAP;
14-6-2018;10:40:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;73;;;cm;-999999999;NAP;
14-6-2018;10:50:00;Waterhoogte Oppervlaktewater t.o.v. Normaal Amsterdams Peil in cm;West-Terschelling;70;;;cm;-999999999;NAP;
